grid,velocity,T,density,X_H2,X_H,X_O,X_O2,X_OH,X_H2O,X_HO2,X_H2O2,X_C,X_CH,X_CH2,X_CH2(S),X_CH3,X_CH4,X_CO,X_CO2,X_HCO,X_CH2O,X_CH2OH,X_CH3O,X_CH3OH,X_C2H,X_C2H2,X_C2H3,X_C2H4,X_C2H5,X_C2H6,X_HCCO,X_CH2CO,X_HCCOH,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_CN,X_HCN,X_H2CN,X_HCNN,X_HCNO,X_HOCN,X_HNCO,X_NCO,X_N2,X_AR,X_C3H7,X_C3H8,X_CH2CHO,X_CH3CHO
0.0,0.00016667714025395028,300.0,1.1117035568165177,0.052456312851589346,0.0,2.295742650559639e-20,0.18454527667688883,0.0,0.011144163390223305,4.6448900713795745e-18,2.926789543235014e-09,0.0,1.8215668480034854e-30,1.986113738253081e-24,0.0,4.85591959594736e-22,0.0012927658475994888,0.016015677698847017,0.006785920257656266,0.0,4.6165058175314873e-11,0.0,5.761639150455308e-33,4.72700437709114e-12,6.666185444744631e-24,4.562435419793426e-16,3.767783728118402e-36,9.737303267249498e-14,0.0,3.7008750105906024e-14,0.0,2.459743762406989e-16,3.519569668636221e-20,0.0,1.5737833600778404e-23,1.138820290934946e-23,4.987639739428824e-18,3.106926000970093e-32,0.0,1.031938961829086e-14,7.119655331781266e-13,0.0,1.5700367432367586e-35,2.2084404866215393e-21,1.84389231960886e-31,0.0,3.4019588503127854e-23,2.119818667371289e-24,5.231450362084266e-19,0.0,0.7277598802986567,0.0,6.750605574682948e-21,1.746098513564224e-20,9.130898939290346e-34,7.716213701128951e-19
0.002608695652173913,0.0001666758978480919,300.0020806110977,1.1117118434795927,0.0524415000109489,0.0,4.2008886875251197e-22,0.1845480335323535,1.2232282960190841e-25,0.011144529440446293,4.738780184101896e-18,2.9863575670655976e-09,0.0,1.6267476684345134e-38,8.867877152981078e-31,0.0,4.941002465811594e-22,0.0012927829254482741,0.0160159016447247,0.006786018667198673,2.1792502187220698e-31,4.740577929228281e-11,9.686758483348824e-36,1.0314467464623346e-33,4.856395288208995e-12,6.572794027258976e-32,4.67723156759467e-16,7.670778005654226e-41,9.991706213156074e-14,0.0,3.8059796621282675e-14,8.18033989947071e-38,2.5364995306820196e-16,3.6296207872580886e-20,0.0,1.1716304884805305e-27,1.987042681794595e-24,5.082593756015577e-18,0.0,0.0,1.0568227667340054e-14,7.31087717389895e-13,5.852339032370027e-28,5.170135997710609e-43,2.249722479042352e-21,1.8946365599414953e-31,1.2762048637252187e-39,3.492922766900375e-23,2.1764914722588693e-24,5.081156354231715e-19,0.0,0.7277712307393795,0.0,6.533669207406278e-21,1.809854652789829e-20,9.395824123514639e-34,7.959269945737195e-19
0.005217391304347826,0.00016667466167529825,300.0041958170757,1.1117200886916603,0.05242660573551332,0.0,1.5798818545566846e-23,0.18455080460663575,4.622512018072897e-27,0.011144899931718907,4.640761461542782e-18,3.0471376426344165e-09,0.0,5.347935199246647e-38,0.0,7.645917293696872e-43,3.66591013135634e-22,0.0012928000515693271,0.016016126488975862,0.006786117671279591,0.0,4.8679837834374567e-11,3.7296264126908276e-37,3.4080093607299632e-34,4.989327163807217e-12,0.0,4.794915984531308e-16,3.090304170243708e-42,1.0252754288805914e-13,0.0,3.914068647436002e-14,2.291951794601705e-39,2.615650273937917e-16,3.743105782896904e-20,0.0,3.1206727776934706e-29,3.4669174390981285e-25,5.179342855109837e-18,0.0,0.0,1.082306474748592e-14,7.507233833420356e-13,1.836439740483821e-28,2.547907094017907e-50,2.292129568623761e-21,1.9471589102404764e-31,5.504678114572102e-39,3.586318425614347e-23,2.234679313490837e-24,5.093317426298682e-19,0.0,0.7277826424125965,0.0,6.323847129574505e-21,1.874442373059258e-20,3.6093416192766407e-35,8.209980843461923e-19
0.007826086956521738,0.00016667343198767542,300.0063461948563,1.1117282907693005,0.05241162957879085,0.0,6.173860971947806e-25,0.18455358995922588,1.4866527854813497e-28,0.011145274933152888,4.402888677566226e-18,3.1091544199136283e-09,0.0,6.195415424814656e-38,2.362185097747119e-38,7.742208724959306e-43,2.907513739600014e-22,0.0012928172253796957,0.016016352229863876,0.006786217274630443,1.59929856249719e-32,4.998812920454402e-11,0.0,2.407350953441223e-34,5.125896870404592e-12,3.8165585647389484e-33,4.915561310369963e-16,2.5012272497682425e-43,1.0520621000433728e-13,3.6859063280730183e-34,4.025226661526729e-14,2.732733310103928e-37,2.6972706983147425e-16,3.860131768019383e-20,0.0,4.217972229261543e-33,6.012157013779555e-26,5.277931074943444e-18,0.0,0.0,1.1084045426770896e-14,7.708863145409804e-13,5.203413024439436e-29,5.308647761422547e-54,2.3356924122494535e-21,2.001131890018655e-31,4.0017450902012365e-38,3.682210811263878e-23,2.2944226782330682e-24,5.134477180665033e-19,0.0,0.7277941156337597,0.0,6.120915584906436e-21,1.9399409246965082e-20,1.4457365370555605e-36,8.468587391310889e-19
0.010434782608695651,0.00016667220904241408,300.0085323310166,1.1117364479954375,0.05239657109187389,0.0,1.6877140483682306e-26,0.18455638964956755,4.600443150026023e-30,0.011145654515061028,4.11224956796228e-18,3.1724330497244774e-09,0.0,0.0,5.5488145429907065e-42,0.0,2.620625002067342e-22,0.0012928344462774617,0.016016578865508644,0.006786317482048249,0.0,5.133157283944417e-11,1.660757371662979e-39,2.021122560083817e-34,5.266203922730396e-12,1.0846791547911323e-41,5.039242010297516e-16,1.470540593447522e-43,1.0795484381621357e-13,3.456358289062852e-33,4.139540815067272e-14,0.0,2.7814378390924403e-16,3.980809194599327e-20,0.0,1.0183184119629178e-33,8.239661824164784e-27,5.3783951203666795e-18,0.0,0.0,1.1351317754692267e-14,7.915906642698265e-13,1.2674505290987992e-29,1.9244466328791072e-56,2.3804425016245707e-21,2.056594624300418e-31,1.4314955237822347e-42,3.7806666442550957e-23,2.3557631349718743e-24,5.181554508431915e-19,0.0,0.7278056507196793,0.0,5.924658591959365e-21,2.0064308693239596e-20,4.050732782509242e-38,8.735338170124956e-19
0.015652173913043476,0.0001666697841930769,300.01301367073063,1.1117526224531913,0.052366205934150006,3.345605015125932e-30,1.7357166536631913e-28,0.18456203219272557,8.91625365650171e-32,0.011146427629292554,3.5699314268695894e-18,3.3028516096916212e-09,0.0,0.0,0.0,0.0,2.119693035681281e-22,0.001292869027318411,0.016017034812810724,0.006786519722591601,7.870910558878239e-35,5.412671754297145e-11,2.976227889204114e-41,1.4193613449496904e-34,5.5583334179689185e-12,2.738783557650929e-50,5.295935758194447e-16,1.2439251377977596e-43,1.1366742844369925e-13,5.184790965567999e-33,4.377903509332703e-14,0.0,2.9576483794222745e-16,4.2334569016953704e-20,0.0,7.450543524635848e-35,4.74221312933335e-28,5.585056743869974e-18,3.840618331488864e-40,0.0,1.190518634850899e-14,8.346667308223557e-13,9.271687430535537e-31,1.192875286835131e-59,2.473600465687288e-21,2.1721113367930925e-31,0.0,3.9854718484346793e-23,2.483361920715873e-24,5.281397973466834e-19,0.0,0.7278289073175697,0.0,5.551558231410347e-21,2.1426299751869112e-20,4.522039581365522e-40,9.294034607784997e-19
0.020869565217391303,0.0001666673889708687,300.01764407468295,1.1117685997513425,0.05233550692970894,3.91950036507667e-30,2.1786641519122334e-30,0.18456773268073684,5.41761259966807e-32,0.011147219788045488,3.274981764668792e-18,3.4385772726507817e-09,3.2534594756557706e-65,1.9749931355635273e-39,6.334792687607394e-41,1.6385575725622574e-45,1.4934666312993395e-22,0.0012929037903809829,0.016017494318009976,0.0067867244284761175,9.227200920088412e-35,5.707206259283218e-11,2.195850752423872e-41,9.173931203842299e-35,5.866451215614251e-12,9.396554780323503e-58,5.565545736746938e-16,9.43119653018742e-44,1.1967843037199486e-13,4.3725533828716774e-33,4.629801695867033e-14,0.0,3.144854873972917e-16,4.5018704318401636e-20,7.709615078763054e-32,8.403284035140952e-36,2.7303634990238323e-29,5.799583842941044e-18,4.492942715378374e-40,0.0,1.2485759297230493e-14,8.800561135784912e-13,1.045527697442195e-31,5.523629793437255e-62,2.571836246294428e-21,2.29400512655776e-31,0.0,4.201226715093397e-23,2.6177826207697486e-24,5.386718009898524e-19,0.0,0.7278524145620663,0.0,5.202342246226051e-21,2.2837074979924368e-20,1.3508174278103377e-41,9.8879199610089e-19
0.026086956521739126,0.00016666502557958828,300.0224285164627,1.111784365171832,0.05230447041928037,3.430048836546297e-30,5.44633199856848e-32,0.1845734915873705,5.305738181382681e-32,0.011148031588734604,3.206811141910116e-18,3.5798258799884653e-09,4.4529645607968074e-66,2.201198865213927e-40,0.0,5.148530444868304e-44,9.238499598557493e-23,0.0012929387300948793,0.01601795736183865,0.006786931640002753,8.078277544557952e-35,6.017567552748575e-11,1.8220403569347867e-41,5.556751716305383e-35,6.1914319753402115e-12,8.988553849603522e-58,5.848721561867731e-16,6.466842332858817e-44,1.2600343152755982e-13,3.0306672811856928e-33,4.896003686221363e-14,1.1175347228816673e-40,3.343743249987517e-16,4.787033256561447e-20,0.0,9.44829864725959e-37,1.5711851567066661e-30,6.022275557790593e-18,3.9339007852061565e-40,0.0,1.3094323543192023e-14,9.278829944191293e-13,1.1753174505953252e-32,5.696504336391483e-62,2.6754265374043565e-21,2.4226279138709417e-31,0.0,4.428516416030517e-23,2.7593898118330158e-24,5.497672502329956e-19,0.0,0.7278761750253684,0.0,4.875751507984542e-21,2.4303461650575744e-20,6.808219111083135e-42,1.0519209783678148e-18
0.03130434782608695,0.00016666269631019007,300.02737213620577,1.1117999034139328,0.05227309270407985,2.9820476647597903e-30,3.868467348008098e-32,0.18457930938506883,5.379288452010009e-32,0.011148863649593232,3.273449136306342e-18,3.726822042382899e-09,0.0,5.266534649096637e-41,5.141255443533824e-41,6.363867930558486e-44,4.995859139808385e-23,0.0012929738407569066,0.016018423922474666,0.006787141398629174,7.026616335245534e-35,6.344605688195511e-11,1.5627201421371973e-41,3.0675645559765595e-35,6.534198171533776e-12,9.584214238918765e-58,6.14614549625496e-16,4.1249474667982704e-44,1.3265882684314686e-13,1.97794094953921e-33,5.1773213764530604e-14,3.717021808819704e-40,3.5550421985758367e-16,5.089990161532205e-20,0.0,8.02240230785911e-38,6.4529374523144e-32,6.2534423784625725e-18,3.4210083367818513e-40,0.0,1.3732227999848059e-14,9.782782169708705e-13,9.977431079389517e-34,6.20217475552583e-62,2.7846630993560268e-21,2.5583510268403537e-31,8.929020783216073e-41,4.667957374481204e-23,2.908567541033008e-24,5.614554986145831e-19,0.0,0.7279001913014176,0.0,4.57089724494098e-21,2.5832578725101668e-20,4.905350653458371e-42,1.1190259047045838e-18
0.041739130434782605,0.00016665814741688602,300.0377528749148,1.111830249719863,0.052209303200546765,2.4199604577143786e-30,3.861263012850364e-32,0.1845911229320508,5.79896747238458e-32,0.01115059044352526,3.547827283453356e-18,4.03875190562384e-09,0.0,4.076708013110854e-41,0.0,3.039738076841397e-44,1.2286202474633702e-23,0.0012930445560887774,0.016019367510758695,0.006787568680115456,5.707512828427574e-35,7.051382630855886e-11,1.4330368463308865e-41,8.181050299396589e-36,7.275987675039988e-12,1.1423514853006194e-57,6.785872678222387e-16,1.9958607321409404e-44,1.4701221454351528e-13,1.1951393427071443e-33,5.787862702989942e-14,1.8402039043491253e-41,4.017182127630931e-16,5.75259870289376e-20,3.352313360631805e-36,2.7753874611628915e-39,1.0382235611286594e-33,6.742158515851875e-18,2.7773850831544994e-40,0.0,1.5100268599684758e-14,1.0871846856434041e-12,3.4502824042548674e-35,7.6154465489221245e-62,3.020992345786398e-21,2.8522665293692365e-31,0.0,5.185228825557736e-23,3.230840641823761e-24,5.867046954221124e-19,0.0,0.7279489985590644,0.0,4.0166825610045364e-21,2.910124106342988e-20,3.133123373325069e-42,1.26591068742664e-18
